xflr5 v6.61

Plane name :, 3213 50% with 30 deg flap
Polar name :, Landing Data for 3213 50% with 30 deg flap at 40.28 m/s and 2000.0kg
Freestream speed :, 40.3 m/s

alpha, Beta, CL, CDi, CDv, CD, CY, Cl, Cm, Cn, Cni, QInf, XCP
    1.000,     0.000,   0.884307,   0.031935,   0.023490,   0.055424,   0.000000,  -0.000000,  -0.399869,   0.000000,   0.000000,   40.2800,    0.5929
    1.500,     0.000,   0.927098,   0.034191,   0.023561,   0.057752,   0.000000,  -0.000000,  -0.409882,   0.000000,   0.000000,   40.2800,    0.5789
    2.000,     0.000,   0.969621,   0.036568,   0.023657,   0.060225,   0.000000,  -0.000000,  -0.419762,   0.000000,   0.000000,   40.2800,    0.5661
    2.500,     0.000,   1.012408,   0.039067,   0.023770,   0.062837,   0.000000,  -0.000000,  -0.429773,   0.000000,   0.000000,   40.2800,    0.5544
    3.000,     0.000,   1.055401,   0.041681,   0.023885,   0.065566,   0.000000,  -0.000000,  -0.439870,   0.000000,   0.000000,   40.2800,    0.5435
    3.500,     0.000,   1.098428,   0.044410,   0.024016,   0.068426,   0.000000,  -0.000000,  -0.449968,   0.000000,   0.000000,   40.2800,    0.5335
    4.000,     0.000,   1.141637,   0.047256,   0.024163,   0.071420,   0.000000,  -0.000000,  -0.460137,   0.000000,   0.000000,   40.2800,    0.5241
    4.500,     0.000,   1.185249,   0.050236,   0.024323,   0.074559,   0.000000,  -0.000000,  -0.470490,   0.000000,   0.000000,   40.2800,    0.5154
    5.000,     0.000,   1.228898,   0.053328,   0.024492,   0.077819,   0.000000,  -0.000000,  -0.480835,   0.000000,   0.000000,   40.2800,    0.5073
    5.500,     0.000,   1.271778,   0.056542,   0.024669,   0.081211,   0.000000,  -0.000000,  -0.490827,   0.000000,   0.000000,   40.2800,    0.4996
    6.000,     0.000,   1.314055,   0.059824,   0.024859,   0.084683,   0.000000,  -0.000000,  -0.500483,   0.000000,   0.000000,   40.2800,    0.4922
    6.500,     0.000,   1.356551,   0.063256,   0.025052,   0.088308,   0.000000,  -0.000000,  -0.510257,   0.000000,   0.000000,   40.2800,    0.4852
    7.000,     0.000,   1.398451,   0.066777,   0.025250,   0.092027,   0.000000,  -0.000000,  -0.519749,   0.000000,   0.000000,   40.2800,    0.4786
    7.500,     0.000,   1.439461,   0.070362,   0.025472,   0.095834,   0.000000,  -0.000000,  -0.528822,   0.000000,   0.000000,   40.2800,    0.4721
    8.000,     0.000,   1.479558,   0.073968,   0.025718,   0.099686,   0.000000,  -0.000000,  -0.537438,   0.000000,   0.000000,   40.2800,    0.4659
    8.500,     0.000,   1.518874,   0.077601,   0.025993,   0.103594,   0.000000,  -0.000000,  -0.545671,   0.000000,   0.000000,   40.2800,    0.4598
    9.000,     0.000,   1.556889,   0.081210,   0.026340,   0.107550,   0.000000,  -0.000000,  -0.553289,   0.000000,   0.000000,   40.2800,    0.4538
    9.500,     0.000,   1.592321,   0.084650,   0.026833,   0.111483,   0.000000,  -0.000000,  -0.559683,   0.000000,   0.000000,   40.2800,    0.4478
   10.000,     0.000,   1.637590,   0.088571,   0.027708,   0.116279,   0.000000,  -0.000000,  -0.570011,   0.000000,   0.000000,   40.2800,    0.4423
   10.500,     0.000,   1.675344,   0.092174,   0.028609,   0.120782,   0.000000,  -0.000000,  -0.577167,   0.000000,   0.000000,   40.2800,    0.4367
   11.000,     0.000,   1.718741,   0.096281,   0.029808,   0.126089,   0.000000,  -0.000000,  -0.586638,   0.000000,   0.000000,   40.2800,    0.4316
   11.500,     0.000,   1.761797,   0.100555,   0.031116,   0.131670,   0.000000,  -0.000000,  -0.596023,   0.000000,   0.000000,   40.2800,    0.4268
   12.000,     0.000,   1.805434,   0.105187,   0.032555,   0.137742,   0.000000,  -0.000000,  -0.605674,   0.000000,   0.000000,   40.2800,    0.4223
   12.500,     0.000,   1.841767,   0.109302,   0.034036,   0.143338,   0.000000,  -0.000000,  -0.612293,   0.000000,   0.000000,   40.2800,    0.4173
   13.000,     0.000,   1.875312,   0.113310,   0.035716,   0.149026,   0.000000,  -0.000000,  -0.617832,   0.000000,   0.000000,   40.2800,    0.4124
   13.500,     0.000,   1.901252,   0.116598,   0.037694,   0.154291,   0.000000,  -0.000000,  -0.620274,   0.000000,   0.000000,   40.2800,    0.4071
   14.000,     0.000,   1.924901,   0.119710,   0.039734,   0.159444,   0.000000,  -0.000000,  -0.622013,   0.000000,   0.000000,   40.2800,    0.4018
   14.500,     0.000,   1.946078,   0.122718,   0.042120,   0.164837,   0.000000,  -0.000000,  -0.622943,   0.000000,   0.000000,   40.2800,    0.3965
   15.000,     0.000,   1.963587,   0.125395,   0.044930,   0.170325,   0.000000,  -0.000000,  -0.622759,   0.000000,   0.000000,   40.2800,    0.3914


