xflr5 v6.61

Plane name :, 3213 50% with 0 deg flap
Polar name :, Take-off Data for 3213 50% with 0 deg flap at 46.5 m/s and 2000.0kg
Freestream speed :, 46.7 m/s

alpha, Beta, CL, CDi, CDv, CD, CY, Cl, Cm, Cn, Cni, QInf, XCP
    0.000,     0.000,   0.260271,   0.002208,   0.007328,   0.009536,   0.000000,  -0.000000,  -0.119344,   0.000000,  -0.000000,   46.6700,    0.6153
    0.500,     0.000,   0.307142,   0.003082,   0.007343,   0.010425,   0.000000,  -0.000000,  -0.131469,   0.000000,  -0.000000,   46.6700,    0.5716
    1.000,     0.000,   0.353970,   0.004101,   0.007364,   0.011465,   0.000000,  -0.000000,  -0.143584,   0.000000,   0.000000,   46.6700,    0.5404
    1.500,     0.000,   0.400515,   0.005258,   0.007230,   0.012487,   0.000000,  -0.000000,  -0.155639,   0.000000,   0.000000,   46.6700,    0.5164
    2.000,     0.000,   0.446019,   0.006527,   0.006872,   0.013399,   0.000000,  -0.000000,  -0.167308,   0.000000,  -0.000000,   46.6700,    0.4973
    2.500,     0.000,   0.491656,   0.007939,   0.006584,   0.014523,   0.000000,  -0.000000,  -0.179018,  -0.000000,  -0.000000,   46.6700,    0.4817
    3.000,     0.000,   0.537730,   0.009504,   0.006433,   0.015937,   0.000000,  -0.000000,  -0.190864,   0.000000,  -0.000000,   46.6700,    0.4685
    3.500,     0.000,   0.583650,   0.011209,   0.006305,   0.017514,   0.000000,  -0.000000,  -0.202619,   0.000000,   0.000000,   46.6700,    0.4573
    4.000,     0.000,   0.629613,   0.013045,   0.006219,   0.019265,   0.000000,  -0.000000,  -0.214323,  -0.000000,  -0.000000,   46.6700,    0.4475
    4.500,     0.000,   0.674917,   0.015006,   0.006149,   0.021155,   0.000000,  -0.000000,  -0.225647,  -0.000000,  -0.000000,   46.6700,    0.4387
    5.000,     0.000,   0.719108,   0.017046,   0.006123,   0.023169,   0.000000,  -0.000000,  -0.236264,  -0.000000,  -0.000000,   46.6700,    0.4303
    5.500,     0.000,   0.764154,   0.019262,   0.006164,   0.025426,   0.000000,  -0.000000,  -0.247345,   0.000000,   0.000000,   46.6700,    0.4231
    6.000,     0.000,   0.811533,   0.021709,   0.006246,   0.027955,   0.000000,  -0.000000,  -0.259678,  -0.000000,  -0.000000,   46.6700,    0.4174
    6.500,     0.000,   0.861196,   0.024436,   0.006352,   0.030788,   0.000000,  -0.000000,  -0.273307,   0.000000,   0.000000,   46.6700,    0.4133
    7.000,     0.000,   0.912275,   0.027399,   0.006484,   0.033884,   0.000000,  -0.000000,  -0.287729,   0.000000,  -0.000000,   46.6700,    0.4099
    7.500,     0.000,   0.964266,   0.030597,   0.006646,   0.037243,   0.000000,  -0.000000,  -0.302662,  -0.000000,  -0.000000,   46.6700,    0.4072
    8.000,     0.000,   1.015838,   0.033958,   0.006825,   0.040783,   0.000000,  -0.000000,  -0.317397,   0.000000,   0.000000,   46.6700,    0.4046
    8.500,     0.000,   1.063121,   0.037229,   0.006988,   0.044217,   0.000000,   0.000000,  -0.329865,   0.000000,   0.000000,   46.6700,    0.4009
    9.000,     0.000,   1.107848,   0.040469,   0.007129,   0.047598,   0.000000,   0.000000,  -0.340981,  -0.000000,  -0.000000,   46.6700,    0.3968
    9.500,     0.000,   1.151517,   0.043757,   0.007307,   0.051063,   0.000000,  -0.000000,  -0.351485,   0.000000,  -0.000000,   46.6700,    0.3926
   10.000,     0.000,   1.195208,   0.047160,   0.007536,   0.054696,   0.000000,  -0.000000,  -0.362048,   0.000000,   0.000000,   46.6700,    0.3887
   10.500,     0.000,   1.238901,   0.050716,   0.007801,   0.058516,   0.000000,  -0.000000,  -0.372691,   0.000000,   0.000000,   46.6700,    0.3850
   11.000,     0.000,   1.281946,   0.054344,   0.008147,   0.062491,   0.000000,  -0.000000,  -0.383064,   0.000000,   0.000000,   46.6700,    0.3815
   11.500,     0.000,   1.326521,   0.058251,   0.008692,   0.066943,   0.000000,  -0.000000,  -0.394197,   0.000000,   0.000000,   46.6700,    0.3783
   12.000,     0.000,   1.436402,   0.067660,   0.011033,   0.078693,   0.000000,  -0.000000,  -0.436101,   0.000000,   0.000000,   46.6700,    0.3841
   12.500,     0.000,   1.574134,   0.080512,   0.014136,   0.094648,   0.000000,   0.000000,  -0.490759,  -0.000000,  -0.000000,   46.6700,    0.3935
   13.000,     0.000,   1.678037,   0.091182,   0.016708,   0.107890,   0.000000,  -0.000000,  -0.528928,  -0.000000,  -0.000000,   46.6700,    0.3979
   13.500,     0.000,   1.721941,   0.096311,   0.018098,   0.114409,   0.000000,  -0.000000,  -0.539278,   0.000000,   0.000000,   46.6700,    0.3944
