xflr5 v6.61

Plane name :, NACA 3213 No Flaps Cruise AR 10 and TR 0.75
Polar name :, AR10_andTR_point75_at_83_3_m_s_VLM2-2000_0kg
Freestream speed :, 83.3 m/s

alpha, Beta, CL, CDi, CDv, CD, CY, Cl, Cm, Cn, Cni, QInf, XCP
    3.500,     0.000,   0.525877,   0.008829,   0.006504,   0.015333,   0.000000,   0.000000,  -0.189596,  -0.000000,  -0.000000,   83.3300,    0.4858
    4.000,     0.000,   0.568951,   0.010330,   0.006353,   0.016683,   0.000000,   0.000000,  -0.200239,  -0.000000,   0.000000,   83.3300,    0.4742
    4.500,     0.000,   0.611947,   0.011945,   0.006229,   0.018175,   0.000000,   0.000000,  -0.210851,  -0.000000,  -0.000000,   83.3300,    0.4642
    5.000,     0.000,   0.654857,   0.013674,   0.006117,   0.019791,   0.000000,   0.000000,  -0.221431,  -0.000000,   0.000000,   83.3300,    0.4556
    5.500,     0.000,   0.697676,   0.015514,   0.006029,   0.021544,   0.000000,   0.000000,  -0.231975,  -0.000000,  -0.000000,   83.3300,    0.4481
    6.000,     0.000,   0.740398,   0.017466,   0.005955,   0.023421,   0.000000,   0.000000,  -0.242479,  -0.000000,  -0.000000,   83.3300,    0.4415
    6.500,     0.000,   0.783016,   0.019526,   0.005928,   0.025454,   0.000000,   0.000000,  -0.252942,  -0.000000,  -0.000000,   83.3300,    0.4356
    7.000,     0.000,   0.825524,   0.021695,   0.005960,   0.027655,   0.000000,   0.000000,  -0.263362,  -0.000000,   0.000000,   83.3300,    0.4304
    7.500,     0.000,   0.867916,   0.023970,   0.006037,   0.030007,   0.000000,   0.000000,  -0.273734,  -0.000000,  -0.000000,   83.3300,    0.4257
    8.000,     0.000,   0.910186,   0.026349,   0.006138,   0.032487,   0.000000,   0.000000,  -0.284055,  -0.000000,   0.000000,   83.3300,    0.4214
    8.500,     0.000,   0.952328,   0.028832,   0.006238,   0.035070,   0.000000,   0.000000,  -0.294322,  -0.000000,   0.000000,   83.3300,    0.4176
    9.000,     0.000,   0.994336,   0.031417,   0.006341,   0.037757,   0.000000,   0.000000,  -0.304530,  -0.000000,  -0.000000,   83.3300,    0.4141
    9.500,     0.000,   1.036205,   0.034100,   0.006440,   0.040540,   0.000000,   0.000000,  -0.314678,  -0.000000,   0.000000,   83.3300,    0.4109
   10.000,     0.000,   1.077928,   0.036882,   0.006542,   0.043424,   0.000000,   0.000000,  -0.324762,  -0.000000,   0.000000,   83.3300,    0.4080
   10.500,     0.000,   1.119499,   0.039759,   0.006671,   0.046430,   0.000000,   0.000000,  -0.334780,  -0.000000,  -0.000000,   83.3300,    0.4053
   11.000,     0.000,   1.160914,   0.042729,   0.006867,   0.049596,   0.000000,   0.000000,  -0.344732,  -0.000000,   0.000000,   83.3300,    0.4029
   11.500,     0.000,   1.202165,   0.045791,   0.007045,   0.052836,   0.000000,   0.000000,  -0.354609,  -0.000000,  -0.000000,   83.3300,    0.4006
   12.000,     0.000,   1.243248,   0.048943,   0.007282,   0.056224,   0.000000,   0.000000,  -0.364415,  -0.000000,   0.000000,   83.3300,    0.3985
   12.500,     0.000,   1.284158,   0.052181,   0.007583,   0.059764,   0.000000,   0.000000,  -0.374145,  -0.000000,  -0.000000,   83.3300,    0.3966
   13.000,     0.000,   1.324888,   0.055504,   0.007979,   0.063483,   0.000000,   0.000000,  -0.383800,  -0.000000,   0.000000,   83.3300,    0.3948
   13.500,     0.000,   1.365433,   0.058908,   0.008570,   0.067478,   0.000000,   0.000000,  -0.393382,  -0.000000,   0.000000,   83.3300,    0.3932
   14.000,     0.000,   1.405788,   0.062393,   0.009247,   0.071640,   0.000000,   0.000000,  -0.402885,  -0.000000,  -0.000000,   83.3300,    0.3916
   14.500,     0.000,   1.445948,   0.065955,   0.009954,   0.075909,   0.000000,   0.000000,  -0.412301,  -0.000000,   0.000000,   83.3300,    0.3902
   15.000,     0.000,   1.485907,   0.069591,   0.010692,   0.080283,   0.000000,   0.000000,  -0.421628,  -0.000000,  -0.000000,   83.3300,    0.3889
   15.500,     0.000,   1.525661,   0.073299,   0.011430,   0.084729,   0.000000,   0.000000,  -0.430860,  -0.000000,  -0.000000,   83.3300,    0.3877
   16.000,     0.000,   1.565204,   0.077076,   0.012168,   0.089245,   0.000000,   0.000000,  -0.439997,  -0.000000,  -0.000000,   83.3300,    0.3865
   16.500,     0.000,   1.604532,   0.080920,   0.012970,   0.093890,   0.000000,   0.000000,  -0.449038,  -0.000000,   0.000000,   83.3300,    0.3855
   17.000,     0.000,   1.643639,   0.084827,   0.013889,   0.098715,   0.000000,   0.000000,  -0.457987,  -0.000000,   0.000000,   83.3300,    0.3845
   17.500,     0.000,   1.682521,   0.088794,   0.015124,   0.103918,   0.000000,   0.000000,  -0.466856,  -0.000000,  -0.000000,   83.3300,    0.3835
   18.000,     0.000,   1.721173,   0.092819,   0.016549,   0.109369,   0.000000,   0.000000,  -0.475636,  -0.000000,  -0.000000,   83.3300,    0.3827


