xflr5 v6.61

Plane name :, NACA 3213 No Flaps Cruise AR 7 and TR 0.75
Polar name :, AR7_andTR_point75_at_83_3_m_s_VLM2-2000_0kg
Freestream speed :, 83.3 m/s

alpha, Beta, CL, CDi, CDv, CD, CY, Cl, Cm, Cn, Cni, QInf, XCP
   -3.000,     0.000,  -0.033101,   0.000050,   0.006837,   0.006887,   0.000000,  -0.000000,  -0.050933,  -0.000000,   0.000000,   83.3300,   -2.4935
   -2.500,     0.000,   0.006699,   0.000005,   0.006847,   0.006852,   0.000000,  -0.000000,  -0.060648,  -0.000000,   0.000000,   83.3300,   14.6568
   -2.000,     0.000,   0.046505,   0.000103,   0.006865,   0.006969,   0.000000,  -0.000000,  -0.070375,  -0.000000,  -0.000000,   83.3300,    2.4479
   -1.500,     0.000,   0.086309,   0.000343,   0.006901,   0.007244,  -0.000000,  -0.000000,  -0.080109,  -0.000000,  -0.000000,   83.3300,    1.5002
   -1.000,     0.000,   0.126105,   0.000725,   0.006920,   0.007646,  -0.000000,  -0.000000,  -0.089849,  -0.000000,   0.000000,   83.3300,    1.1507
   -0.500,     0.000,   0.165886,   0.001250,   0.006935,   0.008185,  -0.000000,   0.000000,  -0.099590,  -0.000000,  -0.000000,   83.3300,    0.9689
    0.000,     0.000,   0.205645,   0.001916,   0.006942,   0.008858,  -0.000000,   0.000000,  -0.109331,  -0.000000,  -0.000000,   83.3300,    0.8575
    0.500,     0.000,   0.245376,   0.002724,   0.006937,   0.009661,  -0.000000,   0.000000,  -0.119068,  -0.000000,   0.000000,   83.3300,    0.7822
    1.000,     0.000,   0.285071,   0.003673,   0.006927,   0.010600,  -0.000000,   0.000000,  -0.128797,  -0.000000,   0.000000,   83.3300,    0.7279
    1.500,     0.000,   0.324724,   0.004762,   0.006923,   0.011685,  -0.000000,   0.000000,  -0.138517,  -0.000000,   0.000000,   83.3300,    0.6869
    2.000,     0.000,   0.364328,   0.005992,   0.006925,   0.012917,  -0.000000,   0.000000,  -0.148224,  -0.000000,  -0.000000,   83.3300,    0.6549
    2.500,     0.000,   0.403877,   0.007360,   0.006922,   0.014282,  -0.000000,   0.000000,  -0.157916,  -0.000000,   0.000000,   83.3300,    0.6292
    3.000,     0.000,   0.443365,   0.008867,   0.006878,   0.015745,   0.000000,   0.000000,  -0.167588,  -0.000000,   0.000000,   83.3300,    0.6082
    3.500,     0.000,   0.482783,   0.010511,   0.006723,   0.017234,   0.000000,   0.000000,  -0.177236,  -0.000000,  -0.000000,   83.3300,    0.5906
    4.000,     0.000,   0.522126,   0.012291,   0.006421,   0.018713,  -0.000000,   0.000000,  -0.186857,  -0.000000,  -0.000000,   83.3300,    0.5757
    4.500,     0.000,   0.561387,   0.014207,   0.006280,   0.020487,   0.000000,   0.000000,  -0.196452,  -0.000000,  -0.000000,   83.3300,    0.5630
    5.000,     0.000,   0.600560,   0.016256,   0.006168,   0.022423,   0.000000,   0.000000,  -0.206016,  -0.000000,   0.000000,   83.3300,    0.5519
    5.500,     0.000,   0.639638,   0.018437,   0.006071,   0.024508,   0.000000,   0.000000,  -0.215547,  -0.000000,   0.000000,   83.3300,    0.5423
    6.000,     0.000,   0.678615,   0.020749,   0.005988,   0.026737,   0.000000,   0.000000,  -0.225042,  -0.000000,   0.000000,   83.3300,    0.5337
    6.500,     0.000,   0.717484,   0.023190,   0.005911,   0.029101,   0.000000,   0.000000,  -0.234497,  -0.000000,   0.000000,   83.3300,    0.5262
    7.000,     0.000,   0.756238,   0.025759,   0.005849,   0.031608,   0.000000,   0.000000,  -0.243911,  -0.000000,  -0.000000,   83.3300,    0.5195
    7.500,     0.000,   0.794873,   0.028454,   0.005818,   0.034272,   0.000000,   0.000000,  -0.253280,  -0.000000,   0.000000,   83.3300,    0.5135
    8.000,     0.000,   0.833381,   0.031272,   0.005855,   0.037127,  -0.000000,   0.000000,  -0.262604,  -0.000000,  -0.000000,   83.3300,    0.5080
    8.500,     0.000,   0.871755,   0.034212,   0.005920,   0.040132,   0.000000,   0.000000,  -0.271878,  -0.000000,  -0.000000,   83.3300,    0.5031
    9.000,     0.000,   0.909991,   0.037272,   0.005997,   0.043269,   0.000000,   0.000000,  -0.281100,  -0.000000,  -0.000000,   83.3300,    0.4987
    9.500,     0.000,   0.948082,   0.040450,   0.006075,   0.046525,   0.000000,   0.000000,  -0.290266,  -0.000000,  -0.000000,   83.3300,    0.4946
   10.000,     0.000,   0.986021,   0.043743,   0.006161,   0.049904,  -0.000000,   0.000000,  -0.299374,  -0.000000,  -0.000000,   83.3300,    0.4909
   10.500,     0.000,   1.023804,   0.047148,   0.006258,   0.053407,   0.000000,   0.000000,  -0.308421,  -0.000000,  -0.000000,   83.3300,    0.4875
   11.000,     0.000,   1.061423,   0.050665,   0.006359,   0.057024,   0.000000,   0.000000,  -0.317404,  -0.000000,  -0.000000,   83.3300,    0.4844
   11.500,     0.000,   1.098874,   0.054289,   0.006464,   0.060753,   0.000000,   0.000000,  -0.326320,  -0.000000,  -0.000000,   83.3300,    0.4815
   12.000,     0.000,   1.136150,   0.058018,   0.006579,   0.064597,   0.000000,   0.000000,  -0.335168,  -0.000000,  -0.000000,   83.3300,    0.4789


